SKU,recent_avg_sales,previous_avg_sales,sales_trend,target
JNE3800-KR-XXXL,1.7333333333333334,0.7333333333333333,0.5769230769230769,2
JNE3801-KR-L,1.4333333333333331,2.033333333333333,-0.1978021978021977,0
JNE3801-KR-M,2.3,1.4,0.375,2
JNE3801-KR-S,1.7666666666666666,1.0,0.3833333333333333,2
JNE3801-KR-XL,1.8,1.3333333333333333,0.2,2
JNE3801-KR-XS,0.3666666666666666,0.4,-0.0238095238095238,1
JNE3801-KR-XXL,2.6333333333333333,1.1,0.7301587301587301,2
JNE3801-KR-XXXL,0.8666666666666667,0.9333333333333332,-0.0344827586206896,1
JNE3802-KR-L,0.4333333333333333,0.2666666666666666,0.131578947368421,2
JNE3802-KR-M,0.6333333333333333,0.2666666666666666,0.2894736842105263,2
JNE3802-KR-S,0.2333333333333333,0.5666666666666667,-0.2127659574468085,0
JNE3802-KR-XL,0.3,0.1333333333333333,0.1470588235294117,2
JNE3802-KR-XS,0.1,0.4333333333333333,-0.2325581395348837,0
JNE3802-KR-XXL,0.1666666666666666,0.0666666666666666,0.09375,1
JNE3803-KR-L,0.0666666666666666,0.3333333333333333,-0.2,0
JNE3803-KR-M,0.5666666666666667,0.1,0.4242424242424242,2
JNE3803-KR-S,0.6,0.4666666666666667,0.0909090909090908,1
JNE3803-KR-XL,0.1,0.0666666666666666,0.03125,1
JNE3804-KR-L,0.0666666666666666,0.0333333333333333,0.032258064516129,1
JNE3804-KR-S,0.1,0.1333333333333333,-0.0294117647058823,1
JNE3804-KR-XL,0.0333333333333333,0.4666666666666667,-0.2954545454545454,0
JNE3804-KR-XXL,0.1333333333333333,0.1333333333333333,0.0,1
JNE3804-KR-XXXL,0.0666666666666666,0.0666666666666666,0.0,1
JNE3805-KR-L,0.4666666666666667,0.8333333333333334,-0.2,0
JNE3805-KR-M,0.2,0.8333333333333334,-0.3454545454545454,0
JNE3805-KR-S,0.1,0.4333333333333333,-0.2325581395348837,0
JNE3805-KR-XL,0.3,0.8666666666666667,-0.3035714285714285,0
JNE3805-KR-XS,0.0666666666666666,0.2,-0.1111111111111111,0
JNE3805-KR-XXL,0.3,0.2333333333333333,0.054054054054054,1
JNE3805-KR-XXXL,0.1333333333333333,0.4666666666666667,-0.2272727272727273,0
JNE3806-KR-L,0.3333333333333333,0.1333333333333333,0.1764705882352941,2
JNE3806-KR-M,0.1666666666666666,0.1,0.0606060606060605,1
JNE3806-KR-S,0.1333333333333333,0.1,0.0303030303030302,1
JNE3806-KR-XL,0.4,0.0333333333333333,0.3548387096774194,2
JNE3806-KR-XS,0.0333333333333333,0.0333333333333333,0.0,1
JNE3806-KR-XXL,0.4,0.0666666666666666,0.3125,2
JNE3806-KR-XXXL,0.3666666666666666,0.0666666666666666,0.28125,2
JNE3807-KR-L,0.3333333333333333,0.0,0.3333333333333333,2
JNE3807-KR-M,0.2,0.0,0.2,2
JNE3807-KR-S,0.2333333333333333,0.0666666666666666,0.15625,2
JNE3807-KR-XL,0.3,0.0,0.3,2
JNE3807-KR-XXL,0.1666666666666666,0.1666666666666666,0.0,1
JNE3807-KR-XXXL,0.4333333333333333,0.1,0.303030303030303,2
JNE3810-KR-L,0.9,0.0666666666666666,0.78125,2
JNE3810-KR-M,0.7666666666666667,0.1666666666666666,0.5142857142857143,2
JNE3810-KR-S,0.2666666666666666,0.2,0.0555555555555555,1
JNE3810-KR-XL,0.7666666666666667,0.2666666666666666,0.3947368421052631,2
JNE3810-KR-XS,0.3,0.0333333333333333,0.2580645161290322,2
JNE3810-KR-XXL,0.6666666666666666,0.1,0.5151515151515151,2
JNE3810-KR-XXXL,0.4666666666666667,0.2333333333333333,0.1891891891891891,2
JNE3811-KR-M,0.1333333333333333,0.0666666666666666,0.0625,1
JNE3811-KR-XXXL,0.1,0.0,0.1,2
JNE3813-KR-S,0.1,0.0333333333333333,0.064516129032258,1
JNE3813-KR-XL,0.0333333333333333,0.0,0.0333333333333333,1
JNE3813-KR-XS,0.0333333333333333,0.0,0.0333333333333333,1
JNE3813-KR-XXL,0.0666666666666666,0.0666666666666666,0.0,1
JNE3813-KR-XXXL,0.1666666666666666,0.0,0.1666666666666666,2
JNE3817-KR-L,0.1333333333333333,0.0666666666666666,0.0625,1
JNE3817-KR-S,0.1,0.2,-0.0833333333333333,1
JNE3817-KR-XL,0.1,0.3333333333333333,-0.175,0
JNE3817-KR-XS,0.1333333333333333,0.2,-0.0555555555555555,1
JNE3817-KR-XXL,0.1666666666666666,0.2,-0.0277777777777777,1
JNE3818-KR-L,0.1666666666666666,0.1333333333333333,0.0294117647058823,1
JNE3818-KR-M,0.1666666666666666,0.2666666666666666,-0.0789473684210526,1
JNE3818-KR-S,0.1333333333333333,0.0333333333333333,0.0967741935483871,1
JNE3818-KR-XL,0.0666666666666666,0.1,-0.0303030303030303,1
JNE3818-KR-XS,0.1,0.0333333333333333,0.064516129032258,1
JNE3818-KR-XXL,0.1666666666666666,0.2333333333333333,-0.054054054054054,1
JNE3818-KR-XXXL,0.1,0.2666666666666666,-0.131578947368421,0
JNE3819-KR-L,0.0666666666666666,0.1,-0.0303030303030303,1
JNE3819-KR-M,0.0333333333333333,0.1333333333333333,-0.088235294117647,1
JNE3820-KR-S,0.2333333333333333,0.0666666666666666,0.15625,2
JNE3820-KR-XL,0.1333333333333333,0.0,0.1333333333333333,2
JNE3821-KR-M,0.0333333333333333,0.0333333333333333,0.0,1
JNE3822-KR-L,0.9,0.3333333333333333,0.425,2
JNE3822-KR-M,0.6333333333333333,0.2666666666666666,0.2894736842105263,2
JNE3822-KR-S,0.2333333333333333,0.0666666666666666,0.15625,2
JNE3822-KR-XL,0.8333333333333334,0.4333333333333333,0.2790697674418604,2
JNE3822-KR-XXL,0.9333333333333332,0.4333333333333333,0.3488372093023256,2
JNE3822-KR-XXXL,0.0666666666666666,0.0,0.0666666666666666,1
JNE3823-KR-S,0.0666666666666666,0.1333333333333333,-0.0588235294117647,1
JNE3823-KR-XS,0.0666666666666666,0.0333333333333333,0.032258064516129,1
JNE3823-KR-XXL,0.1,0.0333333333333333,0.064516129032258,1
JNE3825-KR-S,0.0666666666666666,0.1,-0.0303030303030303,1
JNE3825-KR-XS,0.0666666666666666,0.0333333333333333,0.032258064516129,1
JNE3833-KR-L,0.0333333333333333,0.0,0.0333333333333333,1
JNE3833-KR-XL,0.0,0.0,0.0,1
JNE3834-KR-L,0.0333333333333333,0.0,0.0333333333333333,1
JNE3834-KR-M,0.0333333333333333,0.0,0.0333333333333333,1
JNE3834-KR-S,0.0333333333333333,0.0333333333333333,0.0,1
JNE3835-KR-M,0.1333333333333333,0.0333333333333333,0.0967741935483871,1
JNE3835-KR-S,0.1,0.1,0.0,1
JNE3835-KR-XL,0.1666666666666666,0.0333333333333333,0.1290322580645161,2
JNE3835-KR-XXL,0.1,0.0666666666666666,0.03125,1
JNE3835-KR-XXXL,0.0333333333333333,0.0333333333333333,0.0,1
JNE3836-KR-L,0.0666666666666666,0.0666666666666666,0.0,1
JNE3836-KR-M,0.0666666666666666,0.1666666666666666,-0.0857142857142857,1
JNE3836-KR-S,0.2,0.1,0.0909090909090909,1
JNE3836-KR-XL,0.1,0.0333333333333333,0.064516129032258,1
JNE3836-KR-XS,0.1,0.0666666666666666,0.03125,1
JNE3836-KR-XXL,0.3333333333333333,0.1333333333333333,0.1764705882352941,2
JNE3836-KR-XXXL,0.1,0.1333333333333333,-0.0294117647058823,1
JNE3837-KR-L,0.8333333333333334,0.1333333333333333,0.6176470588235294,2
JNE3837-KR-M,1.2,0.0666666666666666,1.0625,2
JNE3837-KR-S,0.6333333333333333,0.0666666666666666,0.53125,2
JNE3837-KR-XL,0.9,0.1666666666666666,0.6285714285714286,2
JNE3837-KR-XS,0.3,0.0333333333333333,0.2580645161290322,2
JNE3837-KR-XXL,0.6666666666666666,0.0666666666666666,0.5625,2
JNE3838-KR-L,1.0666666666666669,0.4333333333333333,0.441860465116279,2
JNE3838-KR-M,0.8333333333333334,0.1666666666666666,0.5714285714285715,2
JNE3838-KR-S,0.3333333333333333,0.1333333333333333,0.1764705882352941,2
